key,provider,type,title,url,tv,ka,description,fullText,imageUrl
kleio|https://www.vgnkleio.nl/bronnen/ulbrichts-oproep-aan-duitse-soldaten,Kleio,TEXT,Ulbrichts oproep aan Duitse soldaten,https://www.vgnkleio.nl/bronnen/ulbrichts-oproep-aan-duitse-soldaten/,9,KA38,"Ulbricht brengt in 1953 zijn boek Zur Geschichte der deutschen Arbeiterbewegung II 1933-1946 uit. Hierin staat dat Ulbricht in december 1942 een pamflet schrijft aan de Duitse soldaten in de Sovjet-Unie:Soldaten, landgenoten! (…)De leiding van het Rode Leger1 verzekert u: iedereen die zich overgeeft, wordt niet langer als een vijand beschouwd. De Russische arbeiders en boeren weten dat niet jullie, maar de Duitse bewapenende miljonairs de echte boosdoeners zijn in de oorlog. Ze denken er niet aan om wraak op je te nemen. Terwijl ik deze woorden schrijf, zitten wij hier met Duitse krijgsgevangenen die zeggen dat als jullie daar zouden weten hoe menselijk het hier toegaat, jullie niet meer zouden schieten. Landgenoten! De enige poort naar jullie redding is open. (…) Stel je de vreugde voor van je dierbaren wanneer ze met Kerstmis het goede nieuws ontvangen dat je veilig bent en bij hen ter","Ulbricht brengt in 1953 zijn boek Zur Geschichte der deutschen Arbeiterbewegung II 1933-1946 uit. Hierin staat dat Ulbricht in december 1942 een pamflet schrijft aan de Duitse soldaten in de Sovjet-Unie:Soldaten, landgenoten! (…)De leiding van het Rode Leger1 verzekert u: iedereen die zich overgeeft, wordt niet langer als een vijand beschouwd. De Russische arbeiders en boeren weten dat niet jullie, maar de Duitse bewapenende miljonairs de echte boosdoeners zijn in de oorlog. Ze denken er niet aan om wraak op je te nemen. Terwijl ik deze woorden schrijf, zitten wij hier met Duitse krijgsgevangenen die zeggen dat als jullie daar zouden weten hoe menselijk het hier toegaat, jullie niet meer zouden schieten. Landgenoten! De enige poort naar jullie redding is open. (…) Stel je de vreugde voor van je dierbaren wanneer ze met Kerstmis het goede nieuws ontvangen dat je veilig bent en bij hen terug zult keren als de oorlog voorbij is.noot 1 Dit is het leger van de Sovjet-Unie.",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2Felementor%2Fthumbs%2Fbannerledenwerf3-r64uj0c86zb4z8a3r1rg1vj4a02qlhwj79ek6dobdc.jpg
kleio|https://www.vgnkleio.nl/bronnen/de-goeie-ouwe-tijd-komt-weerom,Kleio,TEXT,De goeie ouwe tijd komt weerom,https://www.vgnkleio.nl/bronnen/de-goeie-ouwe-tijd-komt-weerom/,9,KA38,Te zien is een Duitse soldaat die voor een drietal mensen staat. Twee van hen zijn wellicht een arbeider en iemand van de pers. Ze staan met handen achter de rug vastgebonden en hebben een doek over de mond. De soldaat zegt tegen hun “”Maul halten!””. Verschillende groepen mensen worden door de Nazi partij gecensureerd. Censuur in Nazi-Duitsland was heel extreem en werd afgedwongen door Joseph Goebbels en zijn ministerie van propaganda. Later in 1933 zouden er ook grote boekverbrandingen zijn. De weergegeven spotprent is uitgegeven op 18-03-1933. De handtekening van Tjerk Bottema is links midden geplaatst. Op de prent is een bovenschrift te lezen: De goeie ouwe tijd komt weerom. De ondertitel leest: “En nou allemaal… Maul halten!”.Tjerk Bottema werkend bij weekkrant De Notenkraker droeg bij aan de uitgave van vele originele satirische prenten gericht aan arbeiders en SDAP-leden. Deze pre,"Te zien is een Duitse soldaat die voor een drietal mensen staat. Twee van hen zijn wellicht een arbeider en iemand van de pers. Ze staan met handen achter de rug vastgebonden en hebben een doek over de mond. De soldaat zegt tegen hun “”Maul halten!””. Verschillende groepen mensen worden door de Nazi partij gecensureerd. Censuur in Nazi-Duitsland was heel extreem en werd afgedwongen door Joseph Goebbels en zijn ministerie van propaganda. Later in 1933 zouden er ook grote boekverbrandingen zijn. De weergegeven spotprent is uitgegeven op 18-03-1933. De handtekening van Tjerk Bottema is links midden geplaatst. Op de prent is een bovenschrift te lezen: De goeie ouwe tijd komt weerom. De ondertitel leest: “En nou allemaal… Maul halten!”.Tjerk Bottema werkend bij weekkrant De Notenkraker droeg bij aan de uitgave van vele originele satirische prenten gericht aan arbeiders en SDAP-leden. Deze prent is bijna honderd jaar oud. Het papier kan op plekken beschadigd zijn, zie de foto’s voor de details om te zien wat de exacte staat van de prent is.",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2025%2F10%2Fimage-10.png
kleio|https://www.vgnkleio.nl/bronnen/demonstratie-nsdap-bij-communistisch-hoofdkwartier,Kleio,TEXT,Demonstratie NSDAP bij communistisch hoofdkwartier,https://www.vgnkleio.nl/bronnen/demonstratie-nsdap-bij-communistisch-hoofdkwartier/,9,KA38,"Op 22 januari 1933 maakt Willy Römer een foto van een demonstratie van de NSDAP voor het hoofdkwartier van de Duitse Communistische Partij in Berlijn. Elders in Berlijn vinden die dag negentien antifascistische tegendemonstraties plaats.Toelichting:Op de linkerkant van de gevel staat (in vertaling): “In hun geest voorwaarts in de strijd, tegen oorlogsdreiging, fascisme, honger en kou, vóór arbeid, brood en vrijheid.”Op de hoek hangen de portretten van Lenin (de eerste leider van de Sovjet-Unie), Karl Liebknecht en Rosa Luxemburg (de vermoorde leiders van de Spartakisten). Demonstratie NSDAP bij communistisch hoofdkwartier","Op 22 januari 1933 maakt Willy Römer een foto van een demonstratie van de NSDAP voor het hoofdkwartier van de Duitse Communistische Partij in Berlijn. Elders in Berlijn vinden die dag negentien antifascistische tegendemonstraties plaats.Toelichting:Op de linkerkant van de gevel staat (in vertaling): “In hun geest voorwaarts in de strijd, tegen oorlogsdreiging, fascisme, honger en kou, vóór arbeid, brood en vrijheid.”Op de hoek hangen de portretten van Lenin (de eerste leider van de Sovjet-Unie), Karl Liebknecht en Rosa Luxemburg (de vermoorde leiders van de Spartakisten). Demonstratie NSDAP bij communistisch hoofdkwartier",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2024%2F09%2Fimage-5.png
kleio|https://www.vgnkleio.nl/bronnen/si-voor-mussolini,Kleio,TEXT,Si voor Mussolini,https://www.vgnkleio.nl/bronnen/si-voor-mussolini/,9,KA38,"Een Italiaans affiche uit 1934 (het revolutiejaar 12):ToelichtingAfgebeeld is Benito Mussolini, leider van Italië tussen 1922 en 1945.Het woord SI betekent in het Italiaans ‘ja’.In de S staan trommelaars van de ONB, de jeugdbeweging van de Italiaanse Fascistische Partij; in de I is de lijst opgenomen van parlementariërs die door de fascistische Grote Raad zijn goedgekeurd.Onderaan staat (in vertaling): ingeschreven kiezers 10.526.504, uitgebrachte stemmen (96,25%), voor-stemmen (99,84%), tegen (0,15%).","Een Italiaans affiche uit 1934 (het revolutiejaar 12):ToelichtingAfgebeeld is Benito Mussolini, leider van Italië tussen 1922 en 1945.Het woord SI betekent in het Italiaans ‘ja’.In de S staan trommelaars van de ONB, de jeugdbeweging van de Italiaanse Fascistische Partij; in de I is de lijst opgenomen van parlementariërs die door de fascistische Grote Raad zijn goedgekeurd.Onderaan staat (in vertaling): ingeschreven kiezers 10.526.504, uitgebrachte stemmen (96,25%), voor-stemmen (99,84%), tegen (0,15%).",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2024%2F10%2Fimage-7-714x1024.png
kleio|https://www.vgnkleio.nl/artikelen/drieluik-en-de-geschiedenis,Kleio,TEXT,Drieluik En de Geschiedenis,https://www.vgnkleio.nl/artikelen/drieluik-en-de-geschiedenis/,9,,,,
kleio|https://www.vgnkleio.nl/bronnen/noodbevoegdheden-en-het-rode-gevaar-een-gouden-kans-voor-hitler/,Kleio,TEXT,Noodbevoegdheden en Het Rode Gevaar: Een Gouden Kans voor Hitler,https://www.vgnkleio.nl/bronnen/noodbevoegdheden-en-het-rode-gevaar-een-gouden-kans-voor-hitler/,9,KA38,"Op deze prent van 8 maart 1933 uit Punch magazine uit London, staan Paul von Hindenburg en Adolf Hitler. Ze hebben Romeinse toga’s aan. Hitler heeft een stok met een hakenkruis erop vast. In zijn hand heeft hij papieren met de tekst “”Emergency powers”” erop. Deze heeft hij gekregen van Hindenburg. Achter hen staat het Duitse Reichstag gebouw in de brand. In de tekst onderin wordt Hindenburg “”The Old Consul”” genoemd. Dit verwijst verder naar de Romeinse tijd, toen consuls belangrijke politici waren. Hij moedigt Hitler aan om dictator te worden.Deze prent gaat over de Rijksdagbrand van 27 februari 1933, kort nadat Hitler benoemd werd tot Kanselier. Volgens de Nazi partij zijn communisten verantwoordelijk geweest voor de brand. Hindenburg vaardigde op advies van Hitler zijn Rijksdagbrandverordening waarmee veel Duitse burgerlijke vrijheden ongeldig verklaard werden. Hiermee kon de Nazi p","Op deze prent van 8 maart 1933 uit Punch magazine uit London, staan Paul von Hindenburg en Adolf Hitler. Ze hebben Romeinse toga’s aan. Hitler heeft een stok met een hakenkruis erop vast. In zijn hand heeft hij papieren met de tekst “”Emergency powers”” erop. Deze heeft hij gekregen van Hindenburg. Achter hen staat het Duitse Reichstag gebouw in de brand. In de tekst onderin wordt Hindenburg “”The Old Consul”” genoemd. Dit verwijst verder naar de Romeinse tijd, toen consuls belangrijke politici waren. Hij moedigt Hitler aan om dictator te worden.Deze prent gaat over de Rijksdagbrand van 27 februari 1933, kort nadat Hitler benoemd werd tot Kanselier. Volgens de Nazi partij zijn communisten verantwoordelijk geweest voor de brand. Hindenburg vaardigde op advies van Hitler zijn Rijksdagbrandverordening waarmee veel Duitse burgerlijke vrijheden ongeldig verklaard werden. Hiermee kon de Nazi partij op harde wijze communisten vervolgen en hun macht uitbreiden. Noodbevoegdheden en Het Rode Gevaar: Een Gouden Kans voor Hitler",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2025%2F11%2Fimage-9-774x1024.png
kleio|https://www.vgnkleio.nl/bronnen/de-tijdelijke-driehoek-hindenburg-en-von-papen-duwen-hitler-naar-de-macht/,Kleio,TEXT,de Tijdelijke Driehoek: Hindenburg en Von Papen Duwen Hitler naar de Macht,https://www.vgnkleio.nl/bronnen/de-tijdelijke-driehoek-hindenburg-en-von-papen-duwen-hitler-naar-de-macht/,9,KA38,"Deze spotprent, getiteld ‘De Tijdelijke Driehoek: Hindenburg en Von Papen Duwen Hitler naar de Macht’, is een kritisch commentaar op een van de meest fatale politieke beslissingen uit de moderne geschiedenis. De prent werd in het cruciale jaar 1933 gepubliceerd in het gezaghebbende Britse satirische tijdschrift Punch en is het werk van de bekende cartoonist Bernard Partridge. Dit geeft de bron de context van een internationale, vroege waarschuwing voor de gevaren die Duitsland en Europa te wachten stonden.De bron illustreren een tragische politieke misrekening: de prent beeldt Rijkspresident Paul von Hindenburg en de voormalige Kanselier Franz von Papen af terwijl zij, met gezag en overtuiging, Adolf Hitler symbolisch op hun schouders dragen. Het tafereel verwijst naar de gebeurtenis op 30 januari 1933, wanneer Von Papen – in een poging om zijn eigen invloed terug te winnen – de oudere e","Deze spotprent, getiteld ‘De Tijdelijke Driehoek: Hindenburg en Von Papen Duwen Hitler naar de Macht’, is een kritisch commentaar op een van de meest fatale politieke beslissingen uit de moderne geschiedenis. De prent werd in het cruciale jaar 1933 gepubliceerd in het gezaghebbende Britse satirische tijdschrift Punch en is het werk van de bekende cartoonist Bernard Partridge. Dit geeft de bron de context van een internationale, vroege waarschuwing voor de gevaren die Duitsland en Europa te wachten stonden.De bron illustreren een tragische politieke misrekening: de prent beeldt Rijkspresident Paul von Hindenburg en de voormalige Kanselier Franz von Papen af terwijl zij, met gezag en overtuiging, Adolf Hitler symbolisch op hun schouders dragen. Het tafereel verwijst naar de gebeurtenis op 30 januari 1933, wanneer Von Papen – in een poging om zijn eigen invloed terug te winnen – de oudere en verzwakte Hindenburg ervan overtuigde Hitler te benoemen tot Rijkskanselier van Duitsland.De kern van de satire liggen in de cynische titel ‘De Tijdelijke Driehoek’. Von Papen en de conservatieve elite geloofden naïef dat zij Hitler en zijn radicale nazi-partij konden ‘inlijsten’ en controleren binnen een coalitieregering. De prent benadrukt de veronderstelling dat de invloed van de conservatieven (Von Papen en Hindenburg) de opkomst van Hitler slechts zou faciliteren. Deze bron is daarmee een krachtige visuele weergave van de politieke tunnelvisie die het einde van de Weimarrepubliek betekende en de weg vrijmaakte voor de dictatuur van het Derde Rijk. de Tijdelijke Driehoek: Hindenburg en Von Papen Duwen Hitler naar de Macht",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2025%2F11%2Fimage-4.png
kleio|https://www.vgnkleio.nl/bronnen/dat-moet-een-stuk-van-hitler-zijn/,Kleio,TEXT,Dat moet een stuk van Hitler zijn,https://www.vgnkleio.nl/bronnen/dat-moet-een-stuk-van-hitler-zijn/,9,KA38,Deze prent is gemaakt in 1933 in Nederland voor het blad De Notenkraker. Te zien is een jongen op straat die naar een geslacht varken kijkt. Het varken hangt aan een haak en zijn hoofd is eraf. De jongen fluit een deuntje en vraagt zich af “”Dat moet een stuk van Hitler zijn…?””. Boven staat de tekst “”Vox populi”” wat “”de mening van het volk”” betekent.Waarschijnlijk is het idee dat men in Nederland in algemeen denkt dat Hitler symbolisch gelijk staat aan een varken staat. Het geslachte varken toont het negatieve gevoel naar Hitler toe.,Deze prent is gemaakt in 1933 in Nederland voor het blad De Notenkraker. Te zien is een jongen op straat die naar een geslacht varken kijkt. Het varken hangt aan een haak en zijn hoofd is eraf. De jongen fluit een deuntje en vraagt zich af “”Dat moet een stuk van Hitler zijn…?””. Boven staat de tekst “”Vox populi”” wat “”de mening van het volk”” betekent.Waarschijnlijk is het idee dat men in Nederland in algemeen denkt dat Hitler symbolisch gelijk staat aan een varken staat. Het geslachte varken toont het negatieve gevoel naar Hitler toe.,/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2025%2F10%2Fimage-4.png
kleio|https://www.vgnkleio.nl/bronnen/spotprent-over-de-benoeming-van-adolf-hitler-tot-rijkskanselier/,Kleio,TEXT,Spotprent over de benoeming van Adolf Hitler tot rijkskanselier,https://www.vgnkleio.nl/bronnen/spotprent-over-de-benoeming-van-adolf-hitler-tot-rijkskanselier/,9,KA38,Getoond is de personificatie van De Notenkraker die voor een bord staat met de tekst “Hitler benoemt tot rijkskanselier”. Op 30 januari 1933 werd er een nieuw kabinet beëdigd waarin Hitler en de nazipartij belangrijke posten kreeg. Hiermee kon Hitler vervolgens zijn macht uitbreiden. Op de prent is een ondertitel te lezen: De Notenkraker: “Daar zullen we nog wel eens een hartig woordje over spreken!”. In latere edities van De Notenkraker komt kritiek op Hitler en zijn nazipartij veelal naar voren. Spotprent over de benoeming van Adolf Hitler tot rijkskanselier,Getoond is de personificatie van De Notenkraker die voor een bord staat met de tekst “Hitler benoemt tot rijkskanselier”. Op 30 januari 1933 werd er een nieuw kabinet beëdigd waarin Hitler en de nazipartij belangrijke posten kreeg. Hiermee kon Hitler vervolgens zijn macht uitbreiden. Op de prent is een ondertitel te lezen: De Notenkraker: “Daar zullen we nog wel eens een hartig woordje over spreken!”. In latere edities van De Notenkraker komt kritiek op Hitler en zijn nazipartij veelal naar voren. Spotprent over de benoeming van Adolf Hitler tot rijkskanselier,/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2025%2F09%2Fimage-13.png
kleio|https://www.vgnkleio.nl/bronnen/hitlers-triomfboog/,Kleio,TEXT,Hitlers triomfboog,https://www.vgnkleio.nl/bronnen/hitlers-triomfboog/,9,KA38,"Adolf Hitler maakt in de jaren 1920 een schets van een triomfboog voor in Berlijn:Toelichting:Een triomfboog wordt geplaatst om een overwinning te herdenken. In dit ontwerp staan op de muren van de triomfboog de namen van 1,8 miljoen Duitse slachtoffers van de Eerste Wereldoorlog gegraveerd. Rechtsonder op de tekening staan mensen getekend om de grootte van de triomfboog te tonen.","Adolf Hitler maakt in de jaren 1920 een schets van een triomfboog voor in Berlijn:Toelichting:Een triomfboog wordt geplaatst om een overwinning te herdenken. In dit ontwerp staan op de muren van de triomfboog de namen van 1,8 miljoen Duitse slachtoffers van de Eerste Wereldoorlog gegraveerd. Rechtsonder op de tekening staan mensen getekend om de grootte van de triomfboog te tonen.",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2025%2F07%2Fimage-49.png
kleio|https://www.vgnkleio.nl/bronnen/hitler-feliciteert-jongens-van-de-hitlerjugend/,Kleio,TEXT,Hitler feliciteert jongens van de Hitlerjugend,https://www.vgnkleio.nl/bronnen/hitler-feliciteert-jongens-van-de-hitlerjugend/,9,KA38,"Op deze foto uit maart 1945 van een van zijn laatste verschijningen in het openbaar, feliciteert Adolf Hitler in Berlijn jongens van de Hitlerjugend die zojuist zijn onderscheiden voor hun verzet tegen het oprukkende Rode Leger: Hitler feliciteert jongens van de Hitlerjugend","Op deze foto uit maart 1945 van een van zijn laatste verschijningen in het openbaar, feliciteert Adolf Hitler in Berlijn jongens van de Hitlerjugend die zojuist zijn onderscheiden voor hun verzet tegen het oprukkende Rode Leger: Hitler feliciteert jongens van de Hitlerjugend",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2024%2F09%2Fimage-3.png
kleio|https://www.vgnkleio.nl/bronnen/hitler-poseert-met-leden-van-de-sa/,Kleio,TEXT,Hitler poseert met leden van de SA,https://www.vgnkleio.nl/bronnen/hitler-poseert-met-leden-van-de-sa/,9,KA38,Een foto uit 1931 getiteld ‘Hitler bezoekt een SA-Reichsführerschule”:ToelichtingDe Sturmabteilung (ook wel SA of Bruinhemden genoemd) was een door Adolf Hitler in 1921 opgerichte beschermingsdienst (knokploeg) met in eerste instantie de taak om partijvergaderingen van de Nationaalsocialistische Duitse Arbeiderspartij (NSDAP) te beschermen tegen politieke tegenstanders en als neventaak het intimideren van politieke tegenstanders.,Een foto uit 1931 getiteld ‘Hitler bezoekt een SA-Reichsführerschule”:ToelichtingDe Sturmabteilung (ook wel SA of Bruinhemden genoemd) was een door Adolf Hitler in 1921 opgerichte beschermingsdienst (knokploeg) met in eerste instantie de taak om partijvergaderingen van de Nationaalsocialistische Duitse Arbeiderspartij (NSDAP) te beschermen tegen politieke tegenstanders en als neventaak het intimideren van politieke tegenstanders.,/api/image-proxy?url=https%3A%2F%2Flh7-rt.googleusercontent.com%2Fdocsz%2FAD_4nXeAS6nUVwAwHx-193ex_bXlAUfD-uFkOYrdAB1YMGSfJxaemDxZhyR_Qk9Hxl5GViBxyXeN5hhwput3I-OTzrLEjsxntLEYV6bU7q1wo_p_aqKH7yQVDUqE3nkQXyQLQ5p1sToY6C3Yvou4y6orIFQ%3Fkey%3DAgrdxqWnw6c65lmDJWQGPs3L
kleio|https://www.vgnkleio.nl/bronnen/campagnetoespraak-van-hitler/,Kleio,TEXT,Campagnetoespraak van Hitler,https://www.vgnkleio.nl/bronnen/campagnetoespraak-van-hitler/,9,KA38,"Adolf Hitler houdt in 1932 een campagnetoespraak tot de Industriële Club, een vereniging van Duitse zakenlieden en economen:Heren, waar is de organisatie die, net als onze organisatie, kan pochen dat het op elk moment 400.000 mannen op de been kan brengen, mannen die zijn opgeleid tot blinde gehoorzaamheid en klaar zijn om elke opdracht uit te voeren? . . . In onze beweging zijn vandaag de dag honderdduizenden jonge mannen bereid om met gevaar voor eigen leven onze tegenstanders te weerstaan.Ik weet heel goed, mijne heren, dat wanneer nationaal-socialisten marcheren door de straten en er plotseling in de avond tumult en onrust ontstaat, de burgerman het gordijn opent, naar buiten kijkt en zegt: “Eens te meer is mijn nachtrust verstoord, geen slaap meer voor mij; waarom provoceren de Nazi’s altijd zo en rennen ze door de nacht?”Maar vergeet niet dat vele honderden en duizenden SA’ers en S","Adolf Hitler houdt in 1932 een campagnetoespraak tot de Industriële Club, een vereniging van Duitse zakenlieden en economen:Heren, waar is de organisatie die, net als onze organisatie, kan pochen dat het op elk moment 400.000 mannen op de been kan brengen, mannen die zijn opgeleid tot blinde gehoorzaamheid en klaar zijn om elke opdracht uit te voeren? . . . In onze beweging zijn vandaag de dag honderdduizenden jonge mannen bereid om met gevaar voor eigen leven onze tegenstanders te weerstaan.Ik weet heel goed, mijne heren, dat wanneer nationaal-socialisten marcheren door de straten en er plotseling in de avond tumult en onrust ontstaat, de burgerman het gordijn opent, naar buiten kijkt en zegt: “Eens te meer is mijn nachtrust verstoord, geen slaap meer voor mij; waarom provoceren de Nazi’s altijd zo en rennen ze door de nacht?”Maar vergeet niet dat vele honderden en duizenden SA’ers en SS’ers van de Nationaal-Socialistische Beweging elke dag in hun vrachtwagens moeten klimmen, vergaderingen moeten beschermen, moeten marcheren, zichzelf op moeten offeren nacht na nacht, en dan in het grauwe ochtendgloren ofwel terugkomen in hun werkplaatsen en fabrieken of als werkloze een schijntje van een uitkering moeten ophalen.En als de hele Duitse natie vandaag hetzelfde geloof had in haar roeping als deze honderd duizenden, als de hele natie dit idealisme bezat, dan zou Duitsland er in de ogen van de wereld anders voor staan dan nu!",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2Felementor%2Fthumbs%2Fbannerledenwerf3-r64uj0c86zb4z8a3r1rg1vj4a02qlhwj79ek6dobdc.jpg
kleio|https://www.vgnkleio.nl/bronnen/hitler-in-het-orkest/,Kleio,TEXT,Hitler in het orkest,https://www.vgnkleio.nl/bronnen/hitler-in-het-orkest/,9,KA38,"In 1936 maakt Eppo Doeve deze prent voor De Haagse Post met als titel “Het Europeesch concert”:Onderschrift:De Führer behoudt zich het recht voor, het programma willekeurig te wijzigen.Toelichting:Führer is de titel van Hitler.Van links naar rechts zijn afgebeeld: Hitler (met tuba), de Britse premier Chamberlain (met viool), de premier van Frankrijk Blum (met saxofoon), de leider van Italië Mussolini (met mandoline).Op de bladmuziek staat: “geen agressie”.Op een vallend muziekblad staat: “Locarno”, wat verwijst naar het Verdrag van Locarno uit 1925.Onder zijn stoel houdt Hitler de muziek van “De Wacht aan de Rijn” vast, symbolisch voor de Duitse Rijngrens in het westen en voor de Frans-Duitse tegenstelling na 1871.","In 1936 maakt Eppo Doeve deze prent voor De Haagse Post met als titel “Het Europeesch concert”:Onderschrift:De Führer behoudt zich het recht voor, het programma willekeurig te wijzigen.Toelichting:Führer is de titel van Hitler.Van links naar rechts zijn afgebeeld: Hitler (met tuba), de Britse premier Chamberlain (met viool), de premier van Frankrijk Blum (met saxofoon), de leider van Italië Mussolini (met mandoline).Op de bladmuziek staat: “geen agressie”.Op een vallend muziekblad staat: “Locarno”, wat verwijst naar het Verdrag van Locarno uit 1925.Onder zijn stoel houdt Hitler de muziek van “De Wacht aan de Rijn” vast, symbolisch voor de Duitse Rijngrens in het westen en voor de Frans-Duitse tegenstelling na 1871.",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2024%2F09%2Fimage-2-698x1024.png
kleio|https://www.vgnkleio.nl/bronnen/wat-was-de-russische-revolutie/,Kleio,TEXT,Wat was de Russische Revolutie?,https://www.vgnkleio.nl/bronnen/wat-was-de-russische-revolutie/,9,KA38,In 1917 vinden er grote volksopstanden plaats in Rusland. Dit kennen we als de Russische Revolutie. Onder leiding van Vladimir Lenin grijpen de bolsjewieken tijdens deze revolutie de macht. Gebeurtenissen die de wereld hebben veranderd.Deze video komt uit de serie FF terugspoelen. Je komt bij de video via de link.,In 1917 vinden er grote volksopstanden plaats in Rusland. Dit kennen we als de Russische Revolutie. Onder leiding van Vladimir Lenin grijpen de bolsjewieken tijdens deze revolutie de macht. Gebeurtenissen die de wereld hebben veranderd.Deze video komt uit de serie FF terugspoelen. Je komt bij de video via de link.,/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2025%2F12%2Fimage-5.png
kleio|https://www.vgnkleio.nl/bronnen/ulbrichts-oproep-aan-duitse-soldaten/,Kleio,TEXT,Ulbrichts oproep aan Duitse soldaten,https://www.vgnkleio.nl/bronnen/ulbrichts-oproep-aan-duitse-soldaten/,9,KA38,"Ulbricht brengt in 1953 zijn boek Zur Geschichte der deutschen Arbeiterbewegung II 1933-1946 uit. Hierin staat dat Ulbricht in december 1942 een pamflet schrijft aan de Duitse soldaten in de Sovjet-Unie:Soldaten, landgenoten! (…)De leiding van het Rode Leger1 verzekert u: iedereen die zich overgeeft, wordt niet langer als een vijand beschouwd. De Russische arbeiders en boeren weten dat niet jullie, maar de Duitse bewapenende miljonairs de echte boosdoeners zijn in de oorlog. Ze denken er niet aan om wraak op je te nemen. Terwijl ik deze woorden schrijf, zitten wij hier met Duitse krijgsgevangenen die zeggen dat als jullie daar zouden weten hoe menselijk het hier toegaat, jullie niet meer zouden schieten. Landgenoten! De enige poort naar jullie redding is open. (…) Stel je de vreugde voor van je dierbaren wanneer ze met Kerstmis het goede nieuws ontvangen dat je veilig bent en bij hen ter","Ulbricht brengt in 1953 zijn boek Zur Geschichte der deutschen Arbeiterbewegung II 1933-1946 uit. Hierin staat dat Ulbricht in december 1942 een pamflet schrijft aan de Duitse soldaten in de Sovjet-Unie:Soldaten, landgenoten! (…)De leiding van het Rode Leger1 verzekert u: iedereen die zich overgeeft, wordt niet langer als een vijand beschouwd. De Russische arbeiders en boeren weten dat niet jullie, maar de Duitse bewapenende miljonairs de echte boosdoeners zijn in de oorlog. Ze denken er niet aan om wraak op je te nemen. Terwijl ik deze woorden schrijf, zitten wij hier met Duitse krijgsgevangenen die zeggen dat als jullie daar zouden weten hoe menselijk het hier toegaat, jullie niet meer zouden schieten. Landgenoten! De enige poort naar jullie redding is open. (…) Stel je de vreugde voor van je dierbaren wanneer ze met Kerstmis het goede nieuws ontvangen dat je veilig bent en bij hen terug zult keren als de oorlog voorbij is.noot 1 Dit is het leger van de Sovjet-Unie.",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2Felementor%2Fthumbs%2Fbannerledenwerf3-r64uj0c86zb4z8a3r1rg1vj4a02qlhwj79ek6dobdc.jpg
